"Node 1","Node 2","OHL Length (km)","Cable Length (km)","Circuit Type","R (% on 100 MVA)","X (% on 100 MVA)","B (% on 100 MVA)","Winter Rating (MVA)","Autumn Rating (MVA)","Summer Rating (MVA)","Spring Rating (MVA)"
USKM2B,WHSO20,5.568,0,OHL,0.03,0.28,1.276,680,630,540,630
WALP11,WALP12,0,0,REACTOR,0,12,0,90,90,90,90
WALX21,WALX4A,0,0,TRANSFORMER,0.022,1.583,-1.126,1000,1000,1000,1000
WALX21,WALX4B,0,0,TRANSFORMER,0.022,1.583,-0.297,1000,1000,1000,1000
WALX22,WALX4A,0,0,TRANSFORMER,0.018,1.575,-0.306,1000,1000,1000,1000
WALX22,WALX4B,0,0,TRANSFORMER,0.018,1.574,-0.298,1000,1000,1000,1000
WBUR41,WBUR42,0,0,REACTOR,0,2,0,1500,1500,1500,1500
WHAM4A,WHAM40,0,0,QB,0.017,0.35,0,2000,2000,2000,2000
WHAM4B,WHAM40,0,0,QB,0.018,0.35,0,2000,2000,2000,2000
WHSO20,WHSO2A,0,0,QB,0.005,0.463,0,750,750,750,750
WHSO20,WHSO2B,0,0,QB,0.005,0.463,0,750,750,750,750
WHSO20,WHSO4A,0,0,TRANSFORMER,0.018,1.613,-1.149,750,750,750,750
WILL20,WILE40,0,0,TRANSFORMER,0.029,2.27,5.421,500,500,500,500
WILL20,WILE40,0,0,TRANSFORMER,0.027,2.8,5.628,685,685,640,640
WIMB13,WIMB14,0,0,REACTOR,0,20,0,0,0,0,0
WIMB20,WISD2B,0,20.669,CABLE,0.041,0.473,209.377,740,740,630,630
WISD20,WISD2A,0,0,QB,0.007,0.667,0,750,750,750,750
WISD20,WISD2B,0,0,QB,0.007,0.667,0,750,750,750,750
WWEY21,WWEY4B,0,0,TRANSFORMER,0.019,1.627,-1.35,750,750,750,750
WWEY22,WWEY4A,0,0,TRANSFORMER,0.017,1.603,-1.024,750,750,750,750
WWEY22,WWEY4A,0,0,TRANSFORMER,0.017,1.593,-0.841,750,750,750,750
WWEY2A,WWEY4B,0,0,TRANSFORMER,0.02,1.604,-1.303,750,750,750,750
WYLF11,PERH10,17.55,4.62,COMPOSITE,0.435,3.177,17.772,330,330,300,300
YGAR4A,YWER4A,0,5.71,CABLE,0.005,0.084,94.386,1220,975,975,1220
