"Node 1","Node 2","OHL Length (km)","Cable Length (km)","Circuit Type","R (% on 100 MVA)","X (% on 100 MVA)","B (% on 100 MVA)","Winter Rating (MVA)","Autumn Rating (MVA)","Summer Rating (MVA)","Spring Rating (MVA)"
PEWO2A,PEWO40,0,0,TRANSFORMER,0.0189,1.6132,1.621,750,750,750,750
PEWO2A,PEWO40,0,0,TRANSFORMER,0.0202,1.5999,2.687,750,750,750,750
PEWO2A,WASF2A,23.42,0,OHL,0.086654,0.920406,6.777748,1520,1460,1360,1460
PEWO2B,PEWO40,0,0,TRANSFORMER,0.017,1.596,-0.3132,1000,1000,1000,1000
PEWO2B,PEWO40,0,0,TRANSFORMER,0.021,1.67,1.1,750,750,750,750
PEWO2B,WASF2B,23.45,0,OHL,0.086765,0.921585,6.78643,1520,1460,1360,1460
PEWO40,QUER4A,31.968,0,OHL,0.05562432,0.5946048,19.5740064,2010,1910,1750,1910
PEWO40,QUER4B,32.118,0,OHL,0.05588532,0.5973948,19.6658514,2010,1910,1750,1910
PITS20,TEMP21,0.0499999999999998,6.69,COMPOSITE,0.028971,0.172724,45.46317,420,380,380,380
PITS20,WIBA20,0,2.324,CABLE,0.0087791,0.0587054,16.56011,420,420,340,420
RASS40,WALH40,72.628,2.54,COMPOSITE,0.07974396,1.2322948,91.2061956,1100,1100,900,1100
RATS2A,RATS41,0,0,TRANSFORMER,0.0148,1.6099,-0.3193,1000,1000,1000,1000
RATS41,WILE40,21.427,0,OHL,0.03475416,0.3971373,13.1745432,2010,1910,1750,1910
RATS42,STAY4A,43.3,0,OHL,0.075342,0.80538,26.51259,2150,2060,1900,2060
RATS42,WILE40,21.976,0.216,COMPOSITE,0.03582318,0.4095839,17.0824551,1310,1070,1070,1310
RAYL40,TILB4A,20.48,0,OHL,0.0356352,0.380928,12.539904,2010,1910,1750,1910
REBR21,TOTE21,3.317,5.04,COMPOSITE,0.0165569,0.2006661,110.5295398,1210,1130,1040,1130
REBR22,TOTE22,3.317,5.925,COMPOSITE,0.01730915,0.21301185,129.7694398,1210,1130,1040,1130
ROCH20,ROCH4A,0,0,TRANSFORMER,0.0178,1.5929,-0.463,1000,1000,1000,1000
ROCH20,STAL21,31.345,0,OHL,0.1197751,1.2565494,8.8794137,1320,1260,1150,1260
ROCH20,WHGA20,11.53,0.398,COMPOSITE,0.0527208,0.4784648,7.062481,905,800,755,800
ROCH20,WHGA20,11.53,0.257,COMPOSITE,0.0523219,0.4764413,5.995471,840,665,665,840
RYEH40,WALX4A,5.282,0,OHL,0.00565174,0.0876812,3.5796114,2780,2570,2220,2570
RYEH4A,WALX4B,5.632,0,OHL,0.00602624,0.0934912,3.8168064,2350,2350,2220,2350
SAEN20,SAES20,0.7,0,OHL,0.001946,0.025347,0.21987,1510,1510,1510,1510
SEAB40,WHSO4A,30.419,3.89,COMPOSITE,0.03587677,0.55955148,98.0259611,1420,1420,1420,1420
SJOW20,SJOW40,0,0,TRANSFORMER,0.022,2.6,1.2745,750,750,750,750
SJOW20,SJOW40,0,0,TRANSFORMER,0.022,2.573,1.114,750,750,750,750
SJOW20,TOTW21,0,16.368,CABLE,0.0294624,0.360096,177.92016,870,760,680,835
SJOW20,TOTW22,0,16.508,CABLE,0.0297144,0.363176,179.44196,870,760,680,835
SJOW2A,SJOW40,0,0,TRANSFORMER,0.022,2.573,-0.491,750,750,750,750
SJOW2A,WISD20,0,7.399,CABLE,0.0133182,0.162778,80.42713,760,760,620,760
SJOW2B,SJOW40,0,0,TRANSFORMER,0.022,2.573,-0.491,750,750,750,750
SJOW2B,WISD20,0,7.399,CABLE,0.0133182,0.162778,80.42713,760,760,620,760
SPLN40,WALP40,29.2,0,OHL,0.028,0.5088,20.77,2770,2770,2770,2770
SPEN21,STEW20,39.11,0.126,COMPOSITE,0.1081383,1.5493524,12.312318,1040,955,955,1040
SPEN22,STEW20,39.11,0,OHL,0.1077981,1.546845,11.240058,1180,1120,1020,1120
SSHI20,TYNE2A,6.958,0,OHL,0.0299194,0.2845822,1.9336282,1240,1180,1070,1180
SSHI20,WBOL20,4.361,0,OHL,0.01962974,0.1777023,1.2095563,1090,1030,925,1030
STAL21,STAL4A,0,0,TRANSFORMER,0.0167,1.5599,-0.8074,1000,1000,1000,1000
STAY41,STAY4A,0,0,QB,0.001,0.3,0,2750,2750,2750,2750
STEW20,STEW4A,0,0,TRANSFORMER,0.023,1.6458,-1.8301,1000,1000,1000,1000
STEW20,STEW4A,0,0,TRANSFORMER,0.0118,1.56,-0.2173,1000,1000,1000,1000
STEW20,STEW4B,0,0,TRANSFORMER,0.0121,1.559,-0.1976,1190,1190,1100,1100
STEW20,STEW4B,0,0,TRANSFORMER,0.0121,1.554,-0.2048,1190,1190,1100,1100
STEW2A,STEW20,0,0.068,CABLE,0.0001836,0.0013532,0.57868,570,525,525,570
STEW4A,STWB4A,94.9,0,OHL,0.203086,1.90749,53.32431,1390,1280,1110,1280
STEW4B,STWB4B,94.9,0,OHL,0.203086,1.90749,53.32431,1190,1100,1100,1190
STSB4A,STSB40,0,0,QB,0.0017,0.351,0,2000,2000,2000,2000
SUND41,WYMO40,18.173,0,OHL,0.01944511,0.3016718,12.3158421,2780,2570,2220,2570
SWAN20,SWAN4A,0,0,TRANSFORMER,0.02,1.601,-0.9583,750,750,750,750
SWAN20,SWAN4B,0,0,TRANSFORMER,0.022,1.511,-1.1026,750,750,750,750
SWAN40,SWAN4A,0.64,0,OHL,0.001344,0.012288,0.37632,1390,1280,1110,1280
SWAN40,SWAN4B,0.64,0,OHL,0.001344,0.012288,0.37632,1390,1280,1110,1280
TEMP22,WIBA20,0,3.607,CABLE,0.0158708,0.0923392,24.13083,420,380,380,420
THOM20,THOM40,0,0,TRANSFORMER,0.0183,1.6266,-0.8459,750,750,750,750
THOM20,THOM40,0,0,TRANSFORMER,0.019,1.605,-1.7284,750,750,750,750
THOM20,WMEL20,24.419,0.947,COMPOSITE,0.11204338,1.0260948,16.2990605,764,697,697,764
THOM20,WMEL20,24.419,1.054,COMPOSITE,0.11225738,1.0285451,17.3829705,764,697,697,764
THUR2A,THUR20,4.735,0,OHL,0.0497175,0.1894,1.332429,550,515,440,515
THUR2A,WMEL20,16.55,0,OHL,0.074806,0.686825,4.5016,955,880,760,880
TILB21,TILB4A,0,0,TRANSFORMER,0.0211,1.6459,-1.6077,750,750,750,750
TILB21,WARL20,13.569,0,OHL,0.0610605,0.5522583,3.7681113,1180,1120,1020,1120
TILB22,TILB4B,0,0,TRANSFORMER,0.0116,1.577,-0.5914,1000,1000,1000,1000
TILB22,WARL20,13.558,0,OHL,0.061011,0.5518106,3.7650566,1180,1120,1020,1120
TRAW20,TRAW40,0,0,TRANSFORMER,0.022,1.692,1.6326,750,750,750,750
TRAW20,TRAW40,0,0,TRANSFORMER,0.014,1.6649,-0.737,965,965,965,965
TRAW40,TREU4A,64.28,0,OHL,0.134988,1.234176,37.79664,1710,1630,1490,1630
TRAW40,TREU4B,64.28,0,OHL,0.134988,1.234176,37.79664,1710,1630,1490,1630
TRAW40,YGAR4A,9.94,0.433,COMPOSITE,0.0130696,0.1922431,13.209956,1160,975,975,1160
TREM20,USKM2A,15.05,0,OHL,0.114573,0.689756,3.790326,625,590,535,590
TYNE20,WBOL20,11.491,0,OHL,0.05028874,0.4693193,3.1909833,1090,1030,925,1030
USKM2A,WHSO20,5.568,0,OHL,0.0300672,0.2800704,1.2761856,695,640,550,640
USKM2B,WHSO20,5.568,0,OHL,0.0300672,0.2800704,1.2761856,680,630,540,630
USKM20,USKM2B,0.4,0,OHL,0.0022,0.0201,0.09,695,640,550,640
USKM20,WHSO20,5.874,0,OHL,0.0345,0.2402,1.63,1010,955,875,955
USKM20,WHSO20,5.874,0,OHL,0.0345,0.2402,1.63,1010,955,875,955
WALP11,WALP12,0,0,REACTOR,0,12,0,90,90,90,90
WALX21,WALX4A,0,0,TRANSFORMER,0.022,1.583,-1.1256,1000,1000,1000,1000
WALX21,WALX4B,0,0,TRANSFORMER,0.022,1.583,-0.2972,1000,1000,1000,1000
WALX22,WALX4A,0,0,TRANSFORMER,0.0177,1.5749,-0.3065,1000,1000,1000,1000
WALX22,WALX4B,0,0,TRANSFORMER,0.018,1.574,-0.2979,1000,1000,1000,1000
WHAM2A,WHAM40,0,0,TRANSFORMER,0.023,2.67,-0.5,750,750,750,750
WHAM2B,WHAM40,0,0,TRANSFORMER,0.023,2.67,-0.2321,750,750,750,750
WHAM4A,WHAM40,0,0,QB,0.017,0.35,0,2000,2000,2000,2000
WHAM4B,WHAM40,0,0,QB,0.018,0.35,0,2000,2000,2000,2000
WHSO20,WHSO2A,0,0,QB,0.005,0.463,0,750,750,750,750
WHSO20,WHSO2B,0,0,QB,0.005,0.463,0,750,750,750,750
WHSO20,WHSO4A,0,0,TRANSFORMER,0.018,1.613,-1.1493,750,750,750,750
WILL20,WILE40,0,0,TRANSFORMER,0.0292,2.2698,5.4211,500,500,500,500
WILL20,WILE40,0,0,TRANSFORMER,0.027,2.8,5.6276,685,685,640,640
WIMB13,WIMB14,0,0,REACTOR,0,20,0,0,0,0,0
WIMB13,WIMB14,0,0,REACTOR,0,19.66,0,0,0,0,0
WIMB20,WISD2B,0,20.669,CABLE,0.041338,0.4733201,209.37697,740,740,630,630
WISD20,WISD2A,0,0,QB,0.0073,0.667,0,750,750,750,750
WISD20,WISD2B,0,0,QB,0.0073,0.667,0,750,750,750,750
WWEY21,WWEY4B,0,0,TRANSFORMER,0.0188,1.6266,-1.3504,750,750,750,750
WWEY22,WWEY4A,0,0,TRANSFORMER,0.0173,1.6026,-1.0239,750,750,750,750
WWEY22,WWEY4A,0,0,TRANSFORMER,0.017,1.593,-0.841,750,750,750,750
WWEY2A,WWEY4B,0,0,TRANSFORMER,0.0205,1.604,-1.3031,750,750,750,750
YGAR4A,YWER4A,0,5.71,CABLE,0.004568,0.083937,94.3863,1220,975,975,1220
